Variable Name	Variable Description	Data File Name	Data File Description	Begin Year	EndYear	Component	Use Constraints
URDUURLC	Urinary Uranium Comment Code	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUBA	Barium, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUCD	Cadmium, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUCO	Cobalt, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUCS	Cesium, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUMN	Manganese, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUMO	Molybdenum, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUPB	Lead, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUSB	Antimony, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUSN	Tin, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUSR	Strontium, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUTL	Thallium, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUTU	Tungsten, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
URXUUR	Uranium, urine (ug/L)	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
WTFSM	Two year smoking weights	UMS_I	Metals - Urine - Special Sample	2015	2016	Laboratory	None
SEQN	Respondent sequence number.	UTASS_I	Arsenic - Total - Urine - Special Sample	2015	2016	Laboratory	None
URDUASLC	Urinary arsenic, total Comment Code	UTASS_I	Arsenic - Total - Urine - Special Sample	2015	2016	Laboratory	None
URXUAS	Urinary arsenic, total (ug/L)	UTASS_I	Arsenic - Total - Urine - Special Sample	2015	2016	Laboratory	None
WTFSM	Two year smoking weightsweights	UTASS_I	Arsenic - Total - Urine - Special Sample	2015	2016	Laboratory	None
SEQN	Respondent sequence number	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URDUA3LC	Urinary Arsenous acid comment code	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URDUA5LC	Urinary Arsenic acid comment code	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URDUABLC	Urinary Arsenobetaine comment code	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URDUACLC	Urinary Arsenocholine comment code	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URDUDALC	Urinary Dimethylarsinic acid comment code	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URDUMMAL	Urinary Monomethylarsonic acid comment code	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URXUAB	Urinary Arsenobetaine (ug/L)	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URXUAC	Urinary Arsenocholine (ug/L)	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URXUAS3	Urinary Arsenous acid (ug/L)	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URXUAS5	Urinary Arsenic acid (ug/L)	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URXUDMA	Urinary Dimethylarsinic acid (ug/L)	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
URXUMMA	Urinary Monomethylarsonic acid (ug/L)	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
WTFSM	Two year smoking weights	UASS_I	Speciated Arsenics - Urine - Special Sample	2015	2016	Laboratory	None
LBDBGELC	Mercury, ethyl comment code	IHGEM_I	Mercury: Inorganic, Ethyl and Methyl - Blood	2015	2016	Laboratory	None
LBDBGMLC	Mercury, methyl comment code	IHGEM_I	Mercury: Inorganic, Ethyl and Methyl - Blood	2015	2016	Laboratory	None
LBDIHGLC	Mercury, inorganic comment code	IHGEM_I	Mercury: Inorganic, Ethyl and Methyl - Blood	2015	2016	Laboratory	None
LBDIHGSI	Mercury, inorganic (umol/L)	IHGEM_I	Mercury: Inorganic, Ethyl and Methyl - Blood	2015	2016	Laboratory	None
LBXBGE	Mercury, ethyl (ug/L)	IHGEM_I	Mercury: Inorganic, Ethyl and Methyl - Blood	2015	2016	Laboratory	None
LBXBGM	Mercury, methyl (ug/L)	IHGEM_I	Mercury: Inorganic, Ethyl and Methyl - Blood	2015	2016	Laboratory	None
LBXIHG	Inorganic mercury, blood (ug/L)	IHGEM_I	Mercury: Inorganic, Ethyl and Methyl - Blood	2015	2016	Laboratory	None
SEQN	Respondent sequence number.	IHGEM_I	Mercury: Inorganic, Ethyl and Methyl - Blood	2015	2016	Laboratory	None
WTSH2YR	Blood metal weights	IHGEM_I	Mercury: Inorganic, Ethyl and Methyl - Blood	2015	2016	Laboratory	None
LBDBCDLC	Blood cadmium comment code	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBDBCDSI	Blood cadmium (umol/L)	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBDBMNLC	Blood manganese comment code	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBDBMNSI	Blood manganese (umol/L)	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBDBPBLC	Blood lead comment code	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBDBPBSI	Blood lead (umol/L)	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBDBSELC	Blood selenium comment code	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBDBSESI	Blood selenium (umol/L)	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBDTHGLC	Blood mercury, total comment code	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBDTHGSI	Blood mercury, total (umol/L)	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBXBCD	Blood cadmium (ug/L)	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBXBMN	Blood manganese (ug/L)	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBXBPB	Blood lead (ug/dL)	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBXBSE	Blood selenium(ug/L)	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBXTHG	Blood mercury, total (ug/L)	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
SEQN	Respondent sequence number	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
WTSH2YR	Blood metal weights	PBCD_I	Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood	2015	2016	Laboratory	None
LBDGLUSI	Fasting Glucose (mmol/L)	GLU_I	Plasma Fasting Glucose	2015	2016	Laboratory	None
LBXGLU	Fasting Glucose (mg/dL)	GLU_I	Plasma Fasting Glucose	2015	2016	Laboratory	None
SEQN	Respondent sequence number	GLU_I	Plasma Fasting Glucose	2015	2016	Laboratory	None
WTSAF2YR	Fasting Subsample 2 Year MEC Weight	GLU_I	Plasma Fasting Glucose	2015	2016	Laboratory	None
LBDINLC	Insulin Comment Code	INS_I	Insulin	2015	2016	Laboratory	None
LBDINSI	Insulin (pmol/L)	INS_I	Insulin	2015	2016	Laboratory	None
LBXIN	Insulin (uU/mL)	INS_I	Insulin	2015	2016	Laboratory	None
PHAFSTHR	Total length of 'food fast', hours	INS_I	Insulin	2015	2016	Laboratory	None
PHAFSTMN	Total length of 'food fast', minutes	INS_I	Insulin	2015	2016	Laboratory	None
SEQN	Respondent sequence number.	INS_I	Insulin	2015	2016	Laboratory	None
WTSAF2YR	Fasting Subsample 2 Year MEC Weight	INS_I	Insulin	2015	2016	Laboratory	None
GTDBL2MN	Time from fasting glucose & OGTT (min)	OGTT_I	Oral Glucose Tolerance Test	2015	2016	Laboratory	None
GTDCODE	Incomplete OGTT Comment Code	OGTT_I	Oral Glucose Tolerance Test	2015	2016	Laboratory	None
GTDDR1MN	Time from fast glucose & challenge(min)	OGTT_I	Oral Glucose Tolerance Test	2015	2016	Laboratory	None
GTDDR2MN	Time from glucose challenge & OGTT(min)	OGTT_I	Oral Glucose Tolerance Test	2015	2016	Laboratory	None
GTDSCMMN	Glucose challenge Administer Time in minutes	OGTT_I	Oral Glucose Tolerance Test	2015	2016	Laboratory	None
GTXDRANK	Amount of glucose challenge drank	OGTT_I	Oral Glucose Tolerance Test	2015	2016	Laboratory	None
LBDGLTSI	Two Hour Glucose (OGTT) (mmol/L)	OGTT_I	Oral Glucose Tolerance Test	2015	2016	Laboratory	None
LBXGLT	Two Hour Glucose (OGTT) (mg/dL)	OGTT_I	Oral Glucose Tolerance Test	2015	2016	Laboratory	None
SEQN	Respondent sequence number.	OGTT_I	Oral Glucose Tolerance Test	2015	2016	Laboratory	None
WTSOG2YR	OGTT Subsample 2 Year MEC Weight	OGTT_I	Oral Glucose Tolerance Test	2015	2016	Laboratory	None
ORXGH	HPV High Globulin Band result	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXGL	HPV Low Globulin Band result	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH06	HPV Type 6	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH11	HPV Type 11	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH16	HPV Type 16	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH18	HPV Type 18	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH26	HPV Type 26	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH31	HPV Type 31	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH33	HPV Type 33	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH35	HPV Type 35	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH39	HPV Type 39	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH40	HPV Type 40	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH42	HPV Type 42	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH45	HPV Type 45	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH51	HPV Type 51	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH52	HPV Type 52	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH53	HPV Type 53	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH54	HPV Type 54	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH55	HPV Type 55	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH56	HPV Type 56	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH58	HPV Type 58	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH59	HPV Type 59	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH61	HPV Type 61	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH62	HPV Type 62	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH64	HPV Type 64	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH66	HPV Type 66	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH67	HPV Type 67	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH68	HPV Type 68	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH69	HPV Type 69	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH70	HPV Type 70	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH71	HPV Type 71	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH72	HPV Type 72	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH73	HPV Type 73	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH81	HPV Type 81	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH82	HPV Type 82	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH83	HPV Type 83	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXH84	HPV Type 84	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXHPC	HPV CP 6108	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXHPI	HPV Type IS39	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXHPV	Oral HPV Result	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
SEQN	Respondent sequence number.	ORHPV_I	Human Papillomavirus (HPV) - Oral Rinse	2015	2016	Laboratory	None
ORXGH	HPV High Globulin Band result	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXGL	HPV Low Globulin Band result	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH06	HPV Type 6	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH11	HPV Type 11	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH16	HPV Type 16	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH18	HPV Type 18	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH26	HPV Type 26	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH31	HPV Type 31	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH33	HPV Type 33	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH35	HPV Type 35	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH39	HPV Type 39	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH40	HPV Type 40	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH42	HPV Type 42	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH45	HPV Type 45	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH51	HPV Type 51	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH52	HPV Type 52	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH53	HPV Type 53	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH54	HPV Type 54	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH55	HPV Type 55	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH56	HPV Type 56	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH58	HPV Type 58	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH59	HPV Type 59	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH61	HPV Type 61	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH62	HPV Type 62	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH64	HPV Type 64	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH66	HPV Type 66	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH67	HPV Type 67	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH68	HPV Type 68	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH69	HPV Type 69	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH70	HPV Type 70	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH71	HPV Type 71	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH72	HPV Type 72	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH73	HPV Type 73	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH81	HPV Type 81	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH82	HPV Type 82	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH83	HPV Type 83	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXH84	HPV Type 84	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXHPC	HPV CP 6108	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXHPI	HPV Type IS39	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
ORXHPV	Oral HPV Result	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
SEQN	Respondent sequence number.	OHPV_I_R	Human Papillomavirus (HPV) - Oral Rinse - Youth	2015	2016	Laboratory	RDC Only
SEQN	Respondent sequence number.	SSMHHT_I	Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)	2015	2016	Laboratory	None
SSECPT	Mono2ethyl5carboxypentyl terephth (ug/L)	SSMHHT_I	Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)	2015	2016	Laboratory	None
SSECPTL	Mono2ethyl5carboxypentyl terephth cmt cd	SSMHHT_I	Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)	2015	2016	Laboratory	None
SSMHHT	Mono2ethyl5hydroxyhexyl terephth (ug/L)	SSMHHT_I	Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)	2015	2016	Laboratory	None
SSMHHTL	Mono2ethy-5hydroxyhexyl terephth cmt cd	SSMHHT_I	Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)	2015	2016	Laboratory	None
SSMONP	Monooxoisononyl phthalate (ug/L)	SSMHHT_I	Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)	2015	2016	Laboratory	None
SSMONPL	Monooxoisononyl phthalate cmt cd	SSMHHT_I	Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)	2015	2016	Laboratory	None
WTSSBI2Y	Surplus specimen 2 year weights B for 2015-2016	SSMHHT_I	Mono-2-ethyl-5-hydroxyhexyl terephthalate, mono-2-ethyl-5-carboxypentyl terephthalate, and monooxoisononyl phthalate - Urine (Surplus)	2015	2016	Laboratory	None
LBDSCUSI	Serum Copper (umol/L)	CUSEZN_I	Copper, Selenium & Zinc - Serum	2015	2016	Laboratory	None
LBDSSESI	Serum Selenium (umol/L)	CUSEZN_I	Copper, Selenium & Zinc - Serum	2015	2016	Laboratory	None
LBDSZNSI	Serum Zinc (umol/L)	CUSEZN_I	Copper, Selenium & Zinc - Serum	2015	2016	Laboratory	None
LBXSCU	Serum Copper (ug/dL)	CUSEZN_I	Copper, Selenium & Zinc - Serum	2015	2016	Laboratory	None
LBXSSE	Serum Selenium (ug/L)	CUSEZN_I	Copper, Selenium & Zinc - Serum	2015	2016	Laboratory	None
LBXSZN	Serum Zinc (ug/dL)	CUSEZN_I	Copper, Selenium & Zinc - Serum	2015	2016	Laboratory	None
SEQN	Respondent sequence number	CUSEZN_I	Copper, Selenium & Zinc - Serum	2015	2016	Laboratory	None
WTSA2YR	Subsample A weights	CUSEZN_I	Copper, Selenium & Zinc - Serum	2015	2016	Laboratory	None
SEQN	Respondent sequence number.	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URDUA3LC	Urinary Arsenous acid comment code	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URDUA5LC	Urinary Arsenic acid comment code	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URDUABLC	Urinary Arsenobetaine comment code	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URDUACLC	Urinary Arsenocholine comment code	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URDUDALC	Urinary Dimethylarsinic acid comment code	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URDUMMAL	Urinary Monomethylarsonic acid comment code	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URXUAB	Urinary Arsenobetaine (ug/L)	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URXUAC	Urinary Arsenocholine (ug/L)	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URXUAS3	Urinary Arsenous acid (ug/L)	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URXUAS5	Urinary Arsenic acid (ug/L)	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URXUDMA	Urinary Dimethylarsinic acid (ug/L)	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
URXUMMA	Urinary Monomethylarsonic acid (ug/L)	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
WTSA2YR	Subsample A weights	UAS_I	Speciated Arsenics - Urine	2015	2016	Laboratory	None
SEQN	Respondent sequence number.	UTAS_I	Arsenic - Total - Urine	2015	2016	Laboratory	None
URDUASLC	Urinary arsenic, total Comment Code	UTAS_I	Arsenic - Total - Urine	2015	2016	Laboratory	None
URXUAS	Urinary arsenic, total (ug/L)	UTAS_I	Arsenic - Total - Urine	2015	2016	Laboratory	None
WTSA2YR	Subsample A weights	UTAS_I	Arsenic - Total - Urine	2015	2016	Laboratory	None
